Date,Price,Open,High,Low,Vol.,Change %
2019-04-08,0.356,0.3616,0.3702,0.3452,997.38,-1.55%
2019-04-09,0.3474,0.356,0.356,0.3445,628.97,-2.41%
2019-04-10,0.3532,0.3474,0.3577,0.3464,608.54,1.65%
2019-04-11,0.3273,0.3532,0.3535,0.3199,1.04B,-7.33%
2019-04-12,0.3236,0.3273,0.3281,0.3146,581.55,-1.11%
2019-04-13,0.3248,0.3236,0.3354,0.3202,534.41,0.36%
2019-04-14,0.3263,0.3248,0.33,0.3214,858.51,0.46%
2019-04-15,0.319,0.3263,0.3297,0.3143,1.13B,-2.23%
2019-04-16,0.3239,0.319,0.3248,0.3166,847.47,1.52%
2019-04-17,0.3337,0.3239,0.3394,0.3191,1.29B,3.02%
2019-04-18,0.3352,0.3337,0.3447,0.3327,1.23B,0.46%
2019-04-19,0.3303,0.3352,0.3354,0.3269,977.04,-1.47%
2019-04-20,0.3273,0.3303,0.3322,0.3227,827.62,-0.89%
2019-04-21,0.3208,0.3273,0.3286,0.316,988.53,-2.01%
2019-04-22,0.3227,0.3208,0.3299,0.3182,1.05B,0.59%
2019-04-23,0.3189,0.3227,0.3314,0.3188,1.23B,-1.17%
2019-04-24,0.3001,0.3189,0.3242,0.2923,1.69B,-5.88%
2019-04-25,0.2923,0.3002,0.3055,0.2869,1.38B,-2.60%
2019-04-26,0.3029,0.2923,0.3041,0.2895,1.32B,3.62%
2019-04-27,0.299,0.3029,0.3044,0.2974,720.19,-1.31%
2019-04-28,0.2994,0.299,0.3023,0.2966,728.25,0.15%
2019-04-29,0.2944,0.2994,0.3015,0.2919,816.53,-1.68%
2019-04-30,0.3089,0.2944,0.3118,0.2933,1.19B,4.92%
2019-05-01,0.3039,0.3088,0.3099,0.301,807.98,-1.61%
2019-05-02,0.3034,0.3039,0.3051,0.3016,735.81,-0.15%
2019-05-03,0.3076,0.3034,0.31,0.3018,1.13B,1.38%
2019-05-04,0.3037,0.3076,0.3171,0.3,1.18B,-1.28%
2019-05-05,0.3016,0.3037,0.3055,0.3001,876.98,-0.67%
2019-05-06,0.303,0.3017,0.306,0.2966,1.10B,0.43%
2019-05-07,0.2989,0.303,0.3073,0.2986,1.07B,-1.34%
2019-05-08,0.3005,0.2989,0.3026,0.2969,873.58,0.55%
2019-05-09,0.2961,0.3005,0.3019,0.2938,890.64,-1.49%
2019-05-10,0.2995,0.2961,0.301,0.293,999.25,1.16%
2019-05-11,0.3219,0.2995,0.3377,0.2993,2.26B,7.48%
2019-05-12,0.3107,0.3218,0.3294,0.3058,2.12B,-3.48%
2019-05-13,0.324,0.3107,0.3282,0.3089,1.78B,4.28%
2019-05-14,0.4092,0.3241,0.4219,0.3227,5.34B,26.29%
2019-05-15,0.457,0.4092,0.4652,0.4091,3.84B,11.69%
2019-05-16,0.4179,0.457,0.478,0.3962,4.58B,-8.55%
2019-05-17,0.3881,0.4181,0.4227,0.3614,3.56B,-7.15%
2019-05-18,0.3719,0.3881,0.3929,0.3657,1.81B,-4.15%
2019-05-19,0.4154,0.3719,0.4248,0.3708,2.58B,11.68%
2019-05-20,0.3955,0.4154,0.4154,0.3814,2.10B,-4.79%
2019-05-21,0.3954,0.3955,0.4054,0.3873,1.54B,-0.02%
2019-05-22,0.3731,0.3954,0.4091,0.3693,1.88B,-5.65%
2019-05-23,0.3797,0.3731,0.3825,0.3635,1.54B,1.78%
2019-05-24,0.3829,0.3797,0.3916,0.3718,1.72B,0.83%
2019-05-25,0.3854,0.3829,0.3919,0.3808,1.20B,0.65%
2019-05-26,0.4046,0.3854,0.4092,0.3756,1.54B,5.00%
2019-05-27,0.4334,0.4047,0.4454,0.4032,2.14B,7.12%
2019-05-28,0.4486,0.4336,0.4573,0.4191,2.32B,3.50%
2019-05-29,0.4428,0.4486,0.456,0.4211,2.10B,-1.31%
2019-05-30,0.4184,0.4428,0.4723,0.4029,3.27B,-5.50%
2019-05-31,0.4384,0.4184,0.4405,0.4081,1.96B,4.78%
2019-06-01,0.4289,0.4384,0.4412,0.4196,1.47B,-2.16%
2019-06-02,0.444,0.4289,0.4466,0.4279,1.25B,3.52%
2019-06-03,0.418,0.444,0.4634,0.418,2.38B,-5.85%
2019-06-04,0.3984,0.4181,0.4188,0.3853,2.44B,-4.71%
2019-06-05,0.4004,0.3984,0.4056,0.3882,1.62B,0.51%
2019-06-06,0.4193,0.4004,0.4229,0.3913,1.80B,4.73%
2019-06-07,0.4197,0.4194,0.43,0.4143,1.38B,0.09%
2019-06-08,0.4072,0.4197,0.422,0.4026,1.03B,-2.98%
2019-06-09,0.3855,0.4072,0.4103,0.3723,1.47B,-5.34%
2019-06-10,0.4,0.3854,0.403,0.3806,1.40B,3.78%
2019-06-11,0.3921,0.4,0.4018,0.3826,1.22B,-2.00%
2019-06-12,0.4007,0.392,0.4009,0.3875,1.22B,2.20%
2019-06-13,0.3988,0.4006,0.408,0.3955,1.12B,-0.47%
2019-06-14,0.402,0.3988,0.403,0.3908,1.11B,0.81%
2019-06-15,0.4095,0.4019,0.412,0.4004,1.27B,1.85%
2019-06-16,0.4275,0.4095,0.4404,0.4068,1.84B,4.40%
2019-06-17,0.4473,0.4275,0.4604,0.4261,2.03B,4.63%
2019-06-18,0.4272,0.4472,0.4547,0.4202,2.03B,-4.49%
2019-06-19,0.4342,0.4272,0.4379,0.4243,1.23B,1.63%
2019-06-20,0.4299,0.4342,0.4352,0.4207,1.25B,-1.00%
2019-06-21,0.4432,0.4298,0.4474,0.4297,1.50B,3.10%
2019-06-22,0.4771,0.4432,0.5055,0.4402,3.24B,7.65%
2019-06-23,0.4702,0.4771,0.4922,0.4653,2.13B,-1.45%
2019-06-24,0.4739,0.4702,0.4755,0.451,1.49B,0.80%
2019-06-25,0.4681,0.4739,0.4764,0.4577,1.73B,-1.23%
2019-06-26,0.4674,0.4681,0.4958,0.4533,2.87B,-0.16%
2019-06-27,0.4098,0.4674,0.4707,0.3949,2.96B,-12.33%
2019-06-28,0.4263,0.41,0.4267,0.4059,1.63B,4.04%
2019-06-29,0.4267,0.4263,0.4296,0.405,1.60B,0.10%
2019-06-30,0.397,0.4267,0.4283,0.3965,1.50B,-6.98%
2019-07-01,0.4069,0.397,0.4212,0.3895,1.59B,2.51%
2019-07-02,0.3983,0.407,0.4106,0.3846,1.48B,-2.12%
2019-07-03,0.4043,0.3983,0.4051,0.3951,1.07B,1.50%
2019-07-04,0.3877,0.4043,0.4045,0.3864,1.20B,-4.10%
2019-07-05,0.3789,0.3877,0.3888,0.3749,1.20B,-2.26%
2019-07-06,0.3902,0.379,0.4096,0.3788,1.35B,2.98%
2019-07-07,0.3966,0.3902,0.3997,0.3873,1.11B,1.64%
2019-07-08,0.401,0.3966,0.4027,0.3918,992.34,1.12%
2019-07-09,0.3933,0.401,0.4065,0.3896,1.24B,-1.94%
2019-07-10,0.3614,0.3933,0.3961,0.3443,2.21B,-8.09%
2019-07-11,0.3289,0.3614,0.3623,0.3194,2.20B,-9.00%
2019-07-12,0.3435,0.329,0.3489,0.3207,1.54B,4.44%
2019-07-13,0.3321,0.3435,0.3442,0.3241,1.15B,-3.33%
2019-07-14,0.3045,0.332,0.3351,0.3001,1.59B,-8.30%
2019-07-15,0.3129,0.3043,0.3231,0.295,1.78B,2.76%
2019-07-16,0.2953,0.3129,0.3194,0.2861,1.75B,-5.62%
2019-07-17,0.3101,0.2953,0.3236,0.2932,1.73B,5.02%
2019-07-18,0.3203,0.3101,0.3258,0.3041,1.54B,3.27%
2019-07-19,0.3187,0.3203,0.322,0.3103,1.14B,-0.51%
2019-07-20,0.3329,0.3187,0.3403,0.3185,1.25B,4.46%
2019-07-21,0.3307,0.3328,0.3347,0.3211,1.10B,-0.65%
2019-07-22,0.3213,0.3307,0.3321,0.3161,1.13B,-2.85%
2019-07-23,0.3089,0.3213,0.3213,0.306,1.11B,-3.86%
2019-07-24,0.3154,0.3089,0.3186,0.3041,1.13B,2.13%
2019-07-25,0.3133,0.3155,0.3219,0.3119,974.67,-0.67%
2019-07-26,0.3234,0.3133,0.3249,0.3076,924.79,3.20%
2019-07-27,0.3099,0.3234,0.3259,0.3061,1.03B,-4.15%
2019-07-28,0.3117,0.3099,0.3136,0.3009,964.97,0.57%
2019-07-29,0.3102,0.3117,0.3142,0.3071,800.8,-0.49%
2019-07-30,0.3182,0.3102,0.3212,0.3072,892.8,2.59%
2019-07-31,0.3197,0.3182,0.3232,0.3155,891.75,0.46%
2019-08-01,0.3157,0.3197,0.3197,0.3117,898.94,-1.25%
2019-08-02,0.3116,0.3157,0.3176,0.3091,876.75,-1.27%
2019-08-03,0.316,0.3117,0.3173,0.311,848.31,1.41%
2019-08-04,0.3183,0.316,0.3225,0.3114,1.02B,0.73%
2019-08-05,0.3221,0.3183,0.3307,0.3183,1.23B,1.19%
2019-08-06,0.3119,0.3222,0.324,0.3085,1.07B,-3.16%
2019-08-07,0.311,0.3119,0.3166,0.3081,961.19,-0.29%
2019-08-08,0.3084,0.3109,0.3119,0.3052,971.56,-0.85%
2019-08-09,0.2965,0.3084,0.3089,0.2904,1.10B,-3.85%
2019-08-10,0.2992,0.2966,0.3053,0.2926,1.12B,0.92%
2019-08-11,0.3029,0.2992,0.3059,0.2955,849,1.21%
2019-08-12,0.3007,0.3029,0.305,0.2983,802.18,-0.73%
2019-08-13,0.2979,0.3007,0.301,0.2934,920.43,-0.92%
2019-08-14,0.2631,0.298,0.2985,0.2402,2.55B,-11.67%
2019-08-15,0.2641,0.2632,0.2684,0.2529,2.27B,0.37%
2019-08-16,0.2606,0.264,0.265,0.2553,2.28B,-1.32%
2019-08-17,0.2654,0.2606,0.2693,0.2581,2.84B,1.85%
2019-08-18,0.2829,0.2654,0.2911,0.2636,2.35B,6.58%
2019-08-19,0.2818,0.2829,0.2902,0.2762,2.69B,-0.37%
2019-08-20,0.2742,0.2818,0.2822,0.2702,2.37B,-2.70%
2019-08-21,0.2659,0.2742,0.2745,0.2592,1.97B,-3.03%
2019-08-22,0.2705,0.2659,0.274,0.2606,1.20B,1.73%
2019-08-23,0.2767,0.2705,0.2767,0.2677,901.74,2.28%
2019-08-24,0.2714,0.2767,0.2773,0.2648,878.39,-1.92%
2019-08-25,0.2695,0.2714,0.2758,0.2663,848.02,-0.68%
2019-08-26,0.2704,0.2695,0.2794,0.2672,1.09B,0.31%
2019-08-27,0.2695,0.2704,0.2705,0.2655,703.19,-0.32%
2019-08-28,0.2564,0.2696,0.2707,0.2477,1.16B,-4.88%
2019-08-29,0.2568,0.2563,0.262,0.2478,1.13B,0.19%
2019-08-30,0.2555,0.2569,0.2572,0.2525,893.37,-0.52%
2019-08-31,0.2576,0.2555,0.2599,0.2534,828.47,0.81%
2019-09-01,0.2559,0.2576,0.2588,0.251,781.3,-0.66%
2019-09-02,0.2609,0.2559,0.2639,0.253,936.45,1.94%
2019-09-03,0.2625,0.2609,0.2661,0.258,1.00B,0.64%
2019-09-04,0.2584,0.2625,0.2627,0.2567,950.19,-1.56%
2019-09-05,0.2562,0.2585,0.2592,0.254,936.09,-0.88%
2019-09-06,0.2514,0.2562,0.2586,0.248,1.04B,-1.87%
2019-09-07,0.26,0.2513,0.2628,0.2503,879.47,3.42%
2019-09-08,0.2623,0.26,0.2657,0.2565,1.04B,0.89%
2019-09-09,0.2587,0.2623,0.264,0.2566,1.08B,-1.39%
2019-09-10,0.2587,0.2587,0.2632,0.2542,931.34,0.00%
2019-09-11,0.2552,0.2587,0.2604,0.2513,932.28,-1.35%
2019-09-12,0.2541,0.2552,0.2564,0.251,824.05,-0.44%
2019-09-13,0.2553,0.254,0.2559,0.2519,796.18,0.48%
2019-09-14,0.2613,0.2553,0.2651,0.2539,994.26,2.36%
2019-09-15,0.2603,0.2613,0.2641,0.2589,800.65,-0.39%
2019-09-16,0.261,0.2603,0.263,0.2572,773.77,0.29%
2019-09-17,0.2852,0.261,0.2976,0.2596,2.08B,9.28%
2019-09-18,0.3135,0.2854,0.3257,0.2852,2.64B,9.90%
2019-09-19,0.3006,0.3135,0.3135,0.284,2.64B,-4.09%
2019-09-20,0.2937,0.3006,0.3015,0.2842,1.56B,-2.30%
2019-09-21,0.2897,0.2937,0.2973,0.2866,1.44B,-1.38%
2019-09-22,0.2764,0.2897,0.2898,0.2697,1.39B,-4.59%
2019-09-23,0.2675,0.2764,0.2862,0.2665,1.72B,-3.21%
2019-09-24,0.2334,0.2676,0.2724,0.2252,3.09B,-12.76%
2019-09-25,0.2457,0.2333,0.2488,0.2321,2.07B,5.29%
2019-09-26,0.2422,0.2456,0.2495,0.2302,1.71B,-1.44%
2019-09-27,0.2422,0.2422,0.2468,0.2337,1.37B,0.00%
2019-09-28,0.2419,0.2422,0.2443,0.2383,989.12,-0.13%
2019-09-29,0.2402,0.2419,0.2422,0.2348,932.38,-0.69%
2019-09-30,0.2564,0.2402,0.2613,0.2359,1.80B,6.76%
2019-10-01,0.248,0.2564,0.2606,0.2451,1.49B,-3.27%
2019-10-02,0.2528,0.2481,0.2545,0.2445,1.26B,1.91%
2019-10-03,0.2468,0.2528,0.2529,0.2423,1.13B,-2.36%
2019-10-04,0.2524,0.2468,0.2563,0.2449,1.11B,2.27%
2019-10-05,0.2532,0.2525,0.2562,0.2471,1.06B,0.29%
2019-10-06,0.2553,0.2532,0.2562,0.251,1.17B,0.85%
2019-10-07,0.2758,0.2553,0.2808,0.2535,2.40B,8.02%
2019-10-08,0.2775,0.2758,0.2848,0.2709,1.88B,0.63%
2019-10-09,0.281,0.2775,0.2863,0.2738,1.89B,1.23%
2019-10-10,0.2703,0.281,0.2817,0.2655,1.61B,-3.78%
2019-10-11,0.2674,0.2703,0.2744,0.2648,1.39B,-1.08%
2019-10-12,0.2724,0.2674,0.277,0.2673,1.35B,1.85%
2019-10-13,0.2774,0.2724,0.2812,0.2716,1.44B,1.84%
2019-10-14,0.2972,0.2774,0.2977,0.2765,2.08B,7.17%
2019-10-15,0.2884,0.2973,0.2988,0.2833,2.12B,-2.98%
2019-10-16,0.2834,0.2884,0.292,0.2789,1.96B,-1.72%
2019-10-17,0.3017,0.2834,0.303,0.28,2.10B,6.46%
2019-10-18,0.2939,0.3017,0.3019,0.285,2.02B,-2.59%
2019-10-19,0.2913,0.2939,0.2988,0.2874,1.69B,-0.88%
2019-10-20,0.294,0.2913,0.2961,0.2821,1.76B,0.91%
2019-10-21,0.2921,0.294,0.2942,0.2885,1.48B,-0.65%
2019-10-22,0.2905,0.292,0.3022,0.289,1.59B,-0.53%
2019-10-23,0.2732,0.2905,0.2912,0.2516,2.50B,-5.95%
2019-10-24,0.276,0.2732,0.28,0.2669,1.67B,1.02%
2019-10-25,0.2983,0.276,0.3067,0.2747,2.66B,8.09%
2019-10-26,0.2938,0.2983,0.312,0.2843,3.45B,-1.54%
2019-10-27,0.2983,0.2937,0.3019,0.2895,2.27B,1.54%
2019-10-28,0.2945,0.2983,0.3044,0.2935,2.07B,-1.27%
2019-10-29,0.3019,0.2944,0.3091,0.2944,2.19B,2.51%
2019-10-30,0.2946,0.3019,0.3056,0.2907,1.99B,-2.40%
2019-10-31,0.2945,0.2947,0.2984,0.2882,1.76B,-0.05%
2019-11-01,0.2914,0.2945,0.2945,0.2854,1.68B,-1.05%
2019-11-02,0.2947,0.2914,0.2973,0.2913,1.62B,1.14%
2019-11-03,0.2903,0.2947,0.2959,0.2887,1.44B,-1.49%
2019-11-04,0.2988,0.2903,0.2998,0.2893,1.72B,2.93%
2019-11-05,0.3006,0.2988,0.3042,0.2956,1.87B,0.60%
2019-11-06,0.3102,0.3006,0.3128,0.2971,1.73B,3.19%
2019-11-07,0.2906,0.3102,0.3142,0.2771,2.64B,-6.32%
2019-11-08,0.2755,0.2906,0.2908,0.2719,2.19B,-5.18%
2019-11-09,0.2799,0.2755,0.2814,0.2747,1.49B,1.58%
2019-11-10,0.2792,0.2799,0.2837,0.2768,1.61B,-0.24%
2019-11-11,0.2743,0.2792,0.281,0.2701,1.53B,-1.75%
2019-11-12,0.2721,0.2743,0.2762,0.2682,1.56B,-0.79%
2019-11-13,0.2722,0.2722,0.2753,0.2703,1.29B,0.00%
2019-11-14,0.2682,0.2722,0.2727,0.2641,1.26B,-1.44%
2019-11-15,0.2606,0.2682,0.2722,0.254,1.72B,-2.83%
2019-11-16,0.2622,0.2606,0.264,0.2594,1.25B,0.60%
2019-11-17,0.263,0.2622,0.2659,0.2593,1.25B,0.32%
2019-11-18,0.252,0.263,0.2631,0.2426,1.53B,-4.20%
2019-11-19,0.2539,0.252,0.2563,0.2436,1.51B,0.74%
2019-11-20,0.2502,0.2539,0.2582,0.2483,1.37B,-1.42%
2019-11-21,0.2434,0.2503,0.2535,0.237,1.76B,-2.75%
2019-11-22,0.2302,0.2434,0.2457,0.2222,2.42B,-5.41%
2019-11-23,0.234,0.2302,0.2354,0.2257,1.54B,1.65%
2019-11-24,0.2202,0.234,0.2346,0.2193,1.40B,-5.88%
2019-11-25,0.2178,0.2202,0.2243,0.2027,2.86B,-1.08%
2019-11-26,0.2207,0.2179,0.2219,0.2138,1.52B,1.32%
2019-11-27,0.224,0.2207,0.2293,0.2129,1.86B,1.51%
2019-11-28,0.2231,0.224,0.2291,0.2227,1.32B,-0.42%
2019-11-29,0.23,0.2231,0.2322,0.2227,1.44B,3.11%
2019-11-30,0.2255,0.2301,0.2319,0.2238,1.12B,-1.98%
2019-12-01,0.2248,0.2255,0.2256,0.2188,1.25B,-0.29%
2019-12-02,0.2192,0.2248,0.2261,0.2176,1.39B,-2.52%
2019-12-03,0.2195,0.2191,0.2217,0.2179,1.20B,0.14%
2019-12-04,0.2141,0.2195,0.2237,0.2099,1.85B,-2.44%
2019-12-05,0.2212,0.2141,0.2259,0.2121,2.19B,3.30%
2019-12-06,0.2256,0.2211,0.2262,0.219,1.50B,1.99%
2019-12-07,0.2271,0.2256,0.2279,0.2232,1.21B,0.68%
2019-12-08,0.2292,0.2271,0.2318,0.2239,1.24B,0.94%
2019-12-09,0.2245,0.2292,0.2303,0.2214,1.38B,-2.05%
2019-12-10,0.2226,0.2245,0.2253,0.2191,1.31B,-0.85%
2019-12-11,0.2209,0.2226,0.2236,0.2202,1.09B,-0.75%
2019-12-12,0.2185,0.221,0.2225,0.2173,1.38B,-1.10%
2019-12-13,0.2206,0.2185,0.2206,0.2157,1.32B,0.94%
2019-12-14,0.2163,0.2206,0.2207,0.2151,1.04B,-1.93%
2019-12-15,0.2175,0.2163,0.2191,0.215,1.01B,0.53%
2019-12-16,0.2056,0.2174,0.2176,0.2036,1.65B,-5.44%
2019-12-17,0.183,0.2056,0.2057,0.179,3.12B,-11.00%
2019-12-18,0.1957,0.183,0.1991,0.1755,3.11B,6.96%
2019-12-19,0.1879,0.1957,0.1969,0.1847,1.94B,-4.03%
2019-12-20,0.1951,0.1879,0.1977,0.1841,2.28B,3.87%
2019-12-21,0.1915,0.1951,0.1959,0.1903,1.46B,-1.88%
2019-12-22,0.1964,0.1915,0.1965,0.1905,1.41B,2.59%
2019-12-23,0.1898,0.1964,0.1982,0.1885,1.80B,-3.38%
2019-12-24,0.1908,0.1898,0.1937,0.1877,1.69B,0.53%
2019-12-25,0.1886,0.1908,0.1913,0.1865,1.37B,-1.13%
2019-12-26,0.1892,0.1886,0.1938,0.1874,1.52B,0.32%
2019-12-27,0.19,0.1892,0.19,0.1854,1.43B,0.38%
2019-12-28,0.1931,0.1899,0.1948,0.1897,1.50B,1.65%
2019-12-29,0.1967,0.1931,0.1983,0.1911,1.47B,1.89%
2019-12-30,0.1932,0.1967,0.1977,0.1922,1.56B,-1.80%
2019-12-31,0.1929,0.1932,0.194,0.19,1.33B,-0.13%
2020-01-01,0.1931,0.1929,0.1951,0.1922,1.23B,0.07%
2020-01-02,0.1875,0.1931,0.1931,0.1863,1.47B,-2.89%
2020-01-03,0.1932,0.1875,0.1938,0.1846,1.74B,3.06%
2020-01-04,0.1931,0.1932,0.1937,0.1914,1.11B,-0.05%
2020-01-05,0.1945,0.1931,0.1971,0.1929,1.15B,0.74%
2020-01-06,0.2231,0.1946,0.2231,0.1943,2.84B,14.65%
2020-01-07,0.2135,0.2231,0.225,0.2074,3.00B,-4.28%
2020-01-08,0.2076,0.2135,0.2176,0.2034,2.44B,-2.79%
2020-01-09,0.2037,0.2076,0.2087,0.2013,1.77B,-1.85%
2020-01-10,0.2126,0.2037,0.2127,0.2005,2.13B,4.35%
2020-01-11,0.2114,0.2126,0.2197,0.2088,2.08B,-0.57%
2020-01-12,0.2153,0.2113,0.2169,0.2097,1.64B,1.85%
2020-01-13,0.2114,0.2153,0.2155,0.2101,1.32B,-1.80%
2020-01-14,0.235,0.2114,0.2444,0.2113,3.24B,11.15%
2020-01-15,0.2338,0.235,0.235,0.2265,3.23B,-0.51%
2020-01-16,0.2292,0.2338,0.235,0.2227,2.46B,-1.97%
2020-01-17,0.2392,0.2292,0.2443,0.2267,2.77B,4.36%
2020-01-18,0.2435,0.2392,0.254,0.2321,2.66B,1.81%
2020-01-19,0.2357,0.2435,0.2512,0.2282,2.39B,-3.19%
2020-01-20,0.2331,0.2357,0.2364,0.2245,1.55B,-1.13%
2020-01-21,0.2372,0.2331,0.2418,0.2311,1.63B,1.78%
2020-01-22,0.2372,0.2372,0.2398,0.2333,1.39B,0.00%
2020-01-23,0.226,0.2372,0.2373,0.2216,1.57B,-4.74%
2020-01-24,0.2222,0.2259,0.2262,0.214,1.69B,-1.68%
2020-01-25,0.2196,0.2222,0.2226,0.2169,1.13B,-1.16%
2020-01-26,0.2311,0.2196,0.232,0.2182,1.30B,5.26%
2020-01-27,0.2309,0.2311,0.2337,0.2264,1.51B,-0.13%
2020-01-28,0.2392,0.2309,0.2411,0.2309,1.96B,3.62%
2020-01-29,0.2355,0.2392,0.2417,0.2346,1.86B,-1.57%
2020-01-30,0.2433,0.2355,0.2459,0.2312,2.07B,3.34%
2020-01-31,0.2394,0.2433,0.2444,0.234,1.81B,-1.62%
2020-02-01,0.2413,0.2394,0.2429,0.2372,1.29B,0.81%
2020-02-02,0.251,0.2413,0.261,0.2362,2.47B,4.00%
2020-02-03,0.2547,0.251,0.2591,0.2474,2.09B,1.47%
2020-02-04,0.2672,0.2546,0.2688,0.2546,2.89B,4.92%
2020-02-05,0.2778,0.2672,0.282,0.2672,3.24B,3.97%
2020-02-06,0.2836,0.2778,0.2877,0.2708,3.08B,2.08%
2020-02-07,0.2796,0.2836,0.288,0.2779,2.12B,-1.41%
2020-02-08,0.2776,0.2795,0.2817,0.2648,1.97B,-0.70%
2020-02-09,0.2826,0.2776,0.2887,0.2765,1.96B,1.79%
2020-02-10,0.2735,0.2826,0.2832,0.2677,2.06B,-3.22%
2020-02-11,0.2811,0.2735,0.2832,0.2676,2.02B,2.77%
2020-02-12,0.3044,0.2811,0.3086,0.2811,3.67B,8.29%
2020-02-13,0.3273,0.3044,0.3393,0.302,6.05B,7.54%
2020-02-14,0.3359,0.3273,0.3388,0.3121,4.10B,2.62%
2020-02-15,0.3075,0.3359,0.3455,0.2968,4.12B,-8.43%
2020-02-16,0.2932,0.3075,0.3188,0.2711,4.21B,-4.68%
2020-02-17,0.2871,0.2929,0.2948,0.2693,3.89B,-2.07%
2020-02-18,0.298,0.2871,0.3023,0.276,3.68B,3.81%
2020-02-19,0.2752,0.2981,0.3062,0.2722,3.26B,-7.66%
2020-02-20,0.2711,0.2752,0.2815,0.2628,3.28B,-1.47%
2020-02-21,0.2742,0.2711,0.2785,0.2688,2.45B,1.14%
2020-02-22,0.2749,0.2742,0.278,0.2704,1.82B,0.25%
2020-02-23,0.2834,0.2749,0.2843,0.2748,1.99B,3.08%
2020-02-24,0.2702,0.2832,0.2841,0.2645,2.38B,-4.63%
2020-02-25,0.2525,0.2702,0.2706,0.2518,2.60B,-6.59%
2020-02-26,0.229,0.2524,0.2549,0.2231,4.12B,-9.28%
2020-02-27,0.238,0.229,0.2471,0.2239,3.13B,3.95%
2020-02-28,0.2366,0.2381,0.2437,0.2289,2.64B,-0.59%
2020-02-29,0.229,0.2366,0.2421,0.229,1.87B,-3.22%
2020-03-01,0.2273,0.229,0.2358,0.2244,1.79B,-0.73%
2020-03-02,0.2395,0.2273,0.2414,0.2261,2.03B,5.35%
2020-03-03,0.2342,0.2395,0.2396,0.2298,2.09B,-2.20%
2020-03-04,0.2347,0.2342,0.2382,0.2305,2.01B,0.18%
2020-03-05,0.2392,0.2346,0.2431,0.2346,2.15B,1.92%
2020-03-06,0.2448,0.2392,0.2462,0.2383,2.39B,2.34%
2020-03-07,0.2362,0.2448,0.2449,0.2352,2.18B,-3.48%
2020-03-08,0.2038,0.2362,0.2362,0.2012,4.02B,-13.73%
2020-03-09,0.2096,0.2038,0.2113,0.1985,4.53B,2.85%
2020-03-10,0.2117,0.2096,0.2156,0.2055,3.08B,1.00%
2020-03-11,0.2081,0.2117,0.2137,0.1996,2.87B,-1.69%
2020-03-12,0.136,0.2081,0.2097,0.1292,9.82B,-34.64%
2020-03-13,0.1588,0.1358,0.1658,0.1057,13.83B,16.75%
2020-03-14,0.146,0.1589,0.1597,0.1438,5.24B,-8.10%
2020-03-15,0.1531,0.146,0.1639,0.1448,4.76B,4.88%
2020-03-16,0.1409,0.1531,0.1531,0.1287,7.15B,-7.94%
2020-03-17,0.1472,0.1409,0.1518,0.1399,4.79B,4.48%
2020-03-18,0.1475,0.1472,0.1492,0.1404,4.12B,0.17%
2020-03-19,0.1647,0.1475,0.172,0.1445,4.92B,11.66%
2020-03-20,0.1568,0.1647,0.1745,0.146,6.38B,-4.79%
2020-03-21,0.1579,0.1568,0.1615,0.152,3.74B,0.68%
2020-03-22,0.1479,0.1579,0.1616,0.1466,3.27B,-6.33%
2020-03-23,0.1586,0.1479,0.1611,0.1454,3.96B,7.26%
2020-03-24,0.1624,0.1586,0.1637,0.1571,3.62B,2.36%
2020-03-25,0.1617,0.1624,0.165,0.1573,3.33B,-0.38%
2020-03-26,0.176,0.1617,0.1768,0.16,3.36B,8.82%
2020-03-27,0.1729,0.176,0.1871,0.1697,5.04B,-1.78%
2020-03-28,0.1755,0.1729,0.1798,0.1667,4.51B,1.50%
2020-03-29,0.1629,0.1755,0.1765,0.1622,3.28B,-7.16%
2020-03-30,0.1711,0.1629,0.1751,0.1626,3.27B,5.06%
2020-03-31,0.1736,0.1711,0.1779,0.1706,3.25B,1.47%
2020-04-01,0.175,0.1736,0.1759,0.1682,3.36B,0.77%
2020-04-02,0.1784,0.175,0.1859,0.1742,4.05B,1.96%
2020-04-03,0.1795,0.1784,0.1827,0.1761,3.19B,0.63%
2020-04-04,0.1812,0.1795,0.1831,0.1778,2.55B,0.94%
2020-04-05,0.1793,0.1812,0.182,0.1769,2.10B,-1.03%
2020-04-06,0.1981,0.1794,0.1981,0.1793,3.81B,10.43%
2020-04-07,0.1929,0.198,0.205,0.1902,3.98B,-2.61%
2020-04-08,0.2019,0.1929,0.2026,0.1916,2.74B,4.69%
2020-04-09,0.1983,0.2019,0.2023,0.1947,2.36B,-1.79%
2020-04-10,0.1876,0.1983,0.1987,0.1817,2.74B,-5.37%
2020-04-11,0.1884,0.1876,0.1922,0.1851,2.28B,0.41%
2020-04-12,0.1894,0.1884,0.1955,0.1863,2.65B,0.54%
2020-04-13,0.1877,0.1894,0.1894,0.1809,3.10B,-0.91%
2020-04-14,0.1861,0.1877,0.189,0.1838,2.40B,-0.83%
2020-04-15,0.1806,0.1861,0.1897,0.1802,2.63B,-2.98%
2020-04-16,0.1905,0.1806,0.1929,0.1743,3.76B,5.51%
2020-04-17,0.1887,0.1905,0.1917,0.1864,2.19B,-0.96%
2020-04-18,0.1953,0.1887,0.1967,0.1886,2.08B,3.51%
2020-04-19,0.189,0.1953,0.1961,0.1881,2.15B,-3.25%
