Date,Price,Open,High,Low,Vol.,Change %
2021-05-04,1.3966,1.5546,1.557,1.3549,2.18B,-10.17%
2021-05-05,1.614,1.3975,1.6207,1.3975,2.01B,15.56%
2021-05-06,1.6029,1.6139,1.76,1.5453,2.37B,-0.68%
2021-05-07,1.581,1.603,1.6896,1.5115,1.44B,-1.37%
2021-05-08,1.5624,1.5809,1.6261,1.5415,796.72,-1.18%
2021-05-09,1.5345,1.5623,1.5932,1.4482,1.16B,-1.79%
2021-05-10,1.391,1.5345,1.6261,1.2369,1.90B,-9.35%
2021-05-11,1.478,1.3911,1.4868,1.3587,1.18B,6.25%
2021-05-12,1.2683,1.4781,1.5435,1.2431,1.65B,-14.19%
2021-05-13,1.3614,1.269,1.3888,1.2054,2.14B,7.34%
2021-05-14,1.4034,1.3616,1.4433,1.3225,1.19B,3.09%
2021-05-15,1.4859,1.4023,1.5799,1.3246,2.30B,5.88%
2021-05-16,1.4497,1.4859,1.6087,1.3489,2.21B,-2.44%
2021-05-17,1.4959,1.4483,1.5626,1.3264,2.40B,3.19%
2021-05-18,1.5905,1.4959,1.6998,1.4742,2.67B,6.33%
2021-05-19,1.0617,1.5905,1.6429,0.8754,5.03B,-33.25%
2021-05-20,1.1796,1.0616,1.2645,0.9119,3.04B,11.10%
2021-05-21,1.006,1.1796,1.2158,0.8673,2.73B,-14.71%
2021-05-22,0.905,1.0057,1.0134,0.8201,2.28B,-10.04%
2021-05-23,0.7915,0.905,0.9659,0.6507,3.15B,-12.54%
2021-05-24,0.9914,0.7915,0.9956,0.7567,2.34B,25.25%
2021-05-25,0.9743,0.9915,1.0527,0.8808,2.42B,-1.72%
2021-05-26,1.0317,0.9744,1.0664,0.9489,1.68B,5.88%
2021-05-27,0.9705,1.0317,1.0403,0.9339,1.41B,-5.93%
2021-05-28,0.8992,0.9706,0.983,0.8473,1.74B,-7.35%
2021-05-29,0.8304,0.8991,0.9385,0.7948,1.47B,-7.65%
2021-05-30,0.9061,0.8304,0.93,0.7988,1.21B,9.12%
2021-05-31,1.0429,0.9059,1.0489,0.8832,1.78B,15.10%
2021-06-01,1.0106,1.0412,1.0973,0.9771,1.61B,-3.10%
2021-06-02,1.0244,1.0106,1.0477,0.9814,950.13,1.36%
2021-06-03,1.0443,1.0244,1.0773,1.0078,974.27,1.94%
2021-06-04,0.9693,1.0443,1.0459,0.919,1.27B,-7.18%
2021-06-05,0.9227,0.9688,0.9972,0.8969,898.3,-4.80%
2021-06-06,0.9449,0.9227,0.9478,0.9177,559.24,2.41%
2021-06-07,0.8634,0.9452,0.9738,0.8484,993.3,-8.62%
2021-06-08,0.8739,0.8634,0.8838,0.7858,1.37B,1.21%
2021-06-09,0.9197,0.8738,0.9197,0.8315,1.13B,5.24%
2021-06-10,0.8684,0.9198,0.927,0.8534,838.31,-5.58%
2021-06-11,0.8475,0.8685,0.8792,0.8344,568.45,-2.41%
2021-06-12,0.8312,0.8475,0.8476,0.8064,558.73,-1.92%
2021-06-13,0.8833,0.8316,0.8878,0.8185,503.67,6.26%
2021-06-14,0.8903,0.8833,0.9269,0.8632,659.19,0.80%
2021-06-15,0.8666,0.8903,0.9011,0.8595,537.37,-2.66%
2021-06-16,0.8319,0.8666,0.8731,0.8264,603.79,-4.00%
2021-06-17,0.8412,0.8318,0.8608,0.8249,475.79,1.11%
2021-06-18,0.7958,0.8412,0.8445,0.7719,617.48,-5.39%
2021-06-19,0.7598,0.7969,0.805,0.7559,459.27,-4.53%
2021-06-20,0.7742,0.7596,0.7841,0.6981,866.85,1.90%
2021-06-21,0.6073,0.7742,0.7788,0.6052,1.59B,-21.56%
2021-06-22,0.5449,0.6065,0.6489,0.5102,2.31B,-10.27%
2021-06-23,0.6379,0.5468,0.6634,0.5227,1.70B,17.05%
2021-06-24,0.6722,0.6383,0.6915,0.6172,928.59,5.39%
2021-06-25,0.6118,0.6724,0.6881,0.6037,1.13B,-8.99%
2021-06-26,0.6166,0.6117,0.6317,0.5821,752.44,0.79%
2021-06-27,0.6475,0.6167,0.6513,0.5973,647.73,5.00%
2021-06-28,0.6439,0.6475,0.6555,0.6244,636.01,-0.55%
2021-06-29,0.7052,0.6439,0.7285,0.6423,1.01B,9.52%
2021-06-30,0.7054,0.706,0.714,0.6492,894.67,0.02%
2021-07-01,0.66,0.7053,0.7054,0.6467,679.69,-6.44%
2021-07-02,0.6563,0.6599,0.6671,0.6337,521.33,-0.55%
2021-07-03,0.6764,0.6563,0.6801,0.6439,436.32,3.07%
2021-07-04,0.6959,0.6764,0.7088,0.6764,446.37,2.88%
2021-07-05,0.653,0.696,0.6961,0.6461,600.33,-6.17%
2021-07-06,0.6648,0.6529,0.6794,0.6519,486.93,1.81%
2021-07-07,0.6521,0.6648,0.6733,0.6503,394.69,-1.92%
2021-07-08,0.6231,0.6521,0.6538,0.6115,616.3,-4.44%
2021-07-09,0.6371,0.6231,0.6452,0.5934,519.78,2.24%
2021-07-10,0.6251,0.6371,0.6484,0.6133,388.83,-1.88%
2021-07-11,0.6361,0.6247,0.6436,0.6171,277.98,1.76%
2021-07-12,0.629,0.6362,0.657,0.619,484.43,-1.12%
2021-07-13,0.6194,0.629,0.6395,0.6102,438.17,-1.52%
2021-07-14,0.6198,0.6192,0.6246,0.5869,488.04,0.07%
2021-07-15,0.5974,0.6198,0.6261,0.5887,465.25,-3.62%
2021-07-16,0.5893,0.5977,0.6171,0.588,407.51,-1.36%
2021-07-17,0.5816,0.5893,0.5971,0.5679,388.91,-1.30%
2021-07-18,0.5868,0.5817,0.6011,0.5728,326.27,0.88%
2021-07-19,0.5571,0.5867,0.5887,0.5544,443.79,-5.06%
2021-07-20,0.5286,0.5571,0.5692,0.5176,574.85,-5.11%
2021-07-21,0.5714,0.5286,0.5831,0.5198,673.86,8.09%
2021-07-22,0.5919,0.5714,0.6029,0.5611,588.63,3.59%
2021-07-23,0.609,0.5919,0.6097,0.5761,489.18,2.89%
2021-07-24,0.6067,0.6091,0.6138,0.6022,463.4,-0.39%
2021-07-25,0.6069,0.605,0.6071,0.5911,339.1,0.03%
2021-07-26,0.6239,0.6069,0.6775,0.605,1.09B,2.81%
2021-07-27,0.6455,0.6238,0.6523,0.6127,587.13,3.46%
2021-07-28,0.7316,0.6455,0.7523,0.6312,1.65B,13.34%
2021-07-29,0.7482,0.7332,0.765,0.6978,716.25,2.27%
2021-07-30,0.7516,0.7483,0.7691,0.7153,848.52,0.46%
2021-07-31,0.7443,0.7521,0.7579,0.7381,499.42,-0.97%
2021-08-01,0.7248,0.7444,0.7776,0.7133,638.45,-2.63%
2021-08-02,0.7386,0.7241,0.7728,0.7167,570.73,1.91%
2021-08-03,0.7132,0.7385,0.7444,0.7014,569.49,-3.43%
2021-08-04,0.7306,0.7132,0.7397,0.6973,458.2,2.44%
2021-08-05,0.7331,0.7307,0.7386,0.7024,443.99,0.33%
2021-08-06,0.7469,0.7331,0.7527,0.7226,432.77,1.89%
2021-08-07,0.8167,0.7471,0.8181,0.7412,840.12,9.33%
2021-08-08,0.7791,0.8167,0.8403,0.7729,771.73,-4.60%
2021-08-09,0.8172,0.7791,0.8275,0.7606,698.49,4.89%
2021-08-10,0.8513,0.8171,0.8618,0.8003,714.81,4.17%
2021-08-11,1.0123,0.8513,1.088,0.8493,1.63B,18.91%
2021-08-12,0.9647,1.0123,1.0438,0.9247,1.44B,-4.71%
2021-08-13,1.09,0.966,1.096,0.9517,1.03B,12.98%
2021-08-14,1.2802,1.09,1.3089,1.071,2.04B,17.45%
2021-08-15,1.2845,1.2802,1.3481,1.2259,1.62B,0.34%
2021-08-16,1.1858,1.2841,1.3279,1.1503,1.28B,-7.68%
2021-08-17,1.0987,1.1858,1.2226,1.0869,1.27B,-7.34%
2021-08-18,1.1445,1.0987,1.1941,1.0522,1.26B,4.17%
2021-08-19,1.2349,1.1443,1.2349,1.0905,1.03B,7.90%
2021-08-20,1.2632,1.2348,1.2876,1.1999,871.18,2.29%
2021-08-21,1.2166,1.2632,1.2826,1.2044,588.18,-3.69%
2021-08-22,1.2257,1.2165,1.2554,1.1828,530.74,0.75%
2021-08-23,1.2462,1.2258,1.3029,1.2115,927.81,1.67%
2021-08-24,1.1363,1.2463,1.2649,1.1252,906.3,-8.81%
2021-08-25,1.1744,1.1363,1.1772,1.1089,766.53,3.35%
2021-08-26,1.0715,1.1741,1.1865,1.0645,864.26,-8.76%
2021-08-27,1.1912,1.0714,1.1912,1.0521,823.9,11.18%
2021-08-28,1.1449,1.1913,1.1979,1.1342,456.69,-3.89%
2021-08-29,1.1401,1.1449,1.1681,1.1147,470.05,-0.42%
2021-08-30,1.1007,1.1402,1.1484,1.0961,523.12,-3.46%
2021-08-31,1.1861,1.1004,1.2409,1.0915,997.29,7.77%
2021-09-01,1.2364,1.186,1.2379,1.1596,683.84,4.23%
2021-09-02,1.2541,1.2364,1.295,1.2221,733.1,1.43%
2021-09-03,1.2898,1.2531,1.3223,1.2239,804.38,2.85%
2021-09-04,1.2548,1.2905,1.2967,1.2385,500.27,-2.71%
2021-09-05,1.306,1.2549,1.3119,1.2367,482.35,4.08%
2021-09-06,1.3898,1.3061,1.4152,1.3061,1.02B,6.42%
2021-09-07,1.1233,1.3898,1.3919,0.9617,2.09B,-19.18%
2021-09-08,1.099,1.1254,1.1473,1.0173,1.20B,-2.16%
2021-09-09,1.0867,1.0992,1.1373,1.0748,866.17,-1.12%
2021-09-10,1.0548,1.0868,1.2427,1.0334,1.38B,-2.94%
2021-09-11,1.0788,1.0553,1.1108,1.0513,480.04,2.28%
2021-09-12,1.1192,1.0788,1.1266,1.0581,453.83,3.74%
2021-09-13,1.0642,1.1188,1.126,1.0267,778.18,-4.91%
2021-09-14,1.0953,1.0642,1.0976,1.0582,410.51,2.92%
2021-09-15,1.1207,1.0961,1.1297,1.0796,416.59,2.32%
2021-09-16,1.0903,1.1207,1.1297,1.0674,440.8,-2.71%
2021-09-17,1.066,1.0903,1.1022,1.0513,440.08,-2.23%
2021-09-18,1.0756,1.066,1.0941,1.0568,274.75,0.90%
2021-09-19,1.048,1.0756,1.0835,1.0403,296.88,-2.56%
2021-09-20,0.9211,1.0482,1.0494,0.8784,1.28B,-12.11%
2021-09-21,0.8732,0.9211,0.9587,0.859,931.83,-5.19%
2021-09-22,1.0037,0.8735,1.0083,0.8681,881.87,14.94%
2021-09-23,1.0014,1.0037,1.0155,0.9686,574.02,-0.23%
2021-09-24,0.9447,1.0014,1.0024,0.8872,885.52,-5.67%
2021-09-25,0.9401,0.9441,0.9557,0.9168,496.37,-0.48%
2021-09-26,0.9445,0.9401,0.9563,0.8923,574.12,0.47%
2021-09-27,0.9219,0.9441,0.9813,0.9206,505.21,-2.40%
2021-09-28,0.8931,0.9219,0.942,0.8912,450.34,-3.12%
2021-09-29,0.9268,0.8931,0.9907,0.8866,639.76,3.77%
2021-09-30,0.9533,0.9267,0.9637,0.9222,449.64,2.86%
2021-10-01,1.0412,0.9532,1.0646,0.9444,878.85,9.22%
2021-10-02,1.0362,1.0421,1.0699,1.0087,548.19,-0.48%
2021-10-03,1.055,1.0362,1.088,1.0211,554.18,1.82%
2021-10-04,1.0416,1.0551,1.0596,1.0067,566.15,-1.27%
2021-10-05,1.0848,1.0417,1.0875,1.0382,580.6,4.15%
2021-10-06,1.0762,1.084,1.107,1.0195,702.12,-0.80%
2021-10-07,1.0665,1.0762,1.0938,1.0449,567.98,-0.90%
2021-10-08,1.0619,1.0676,1.0917,1.0558,462.56,-0.43%
2021-10-09,1.1594,1.0624,1.2081,1.0576,876.03,9.19%
2021-10-10,1.1358,1.1604,1.2216,1.1295,856.25,-2.04%
2021-10-11,1.1377,1.1355,1.1814,1.1076,580.27,0.17%
2021-10-12,1.1007,1.1377,1.1377,1.0659,626.45,-3.25%
2021-10-13,1.1279,1.1007,1.1381,1.0756,550.37,2.47%
2021-10-14,1.1332,1.1277,1.1564,1.1185,481.87,0.47%
2021-10-15,1.1412,1.1332,1.1636,1.0973,883.12,0.71%
2021-10-16,1.134,1.1414,1.1852,1.1305,473.8,-0.63%
2021-10-17,1.0929,1.134,1.1405,1.0248,536.15,-3.62%
2021-10-18,1.0831,1.0929,1.1058,1.065,465.84,-0.90%
2021-10-19,1.0911,1.0831,1.0996,1.0696,349.32,0.74%
2021-10-20,1.1437,1.091,1.1525,1.087,488.43,4.81%
2021-10-21,1.0884,1.1438,1.1634,1.0871,619.77,-4.83%
2021-10-22,1.0892,1.0884,1.1283,1.0781,475.46,0.08%
2021-10-23,1.0935,1.089,1.1015,1.0766,263.6,0.40%
2021-10-24,1.0823,1.0935,1.0955,1.0568,315.37,-1.02%
2021-10-25,1.0953,1.0823,1.1027,1.0784,302.26,1.19%
2021-10-26,1.1067,1.0953,1.1593,1.0931,589.66,1.05%
2021-10-27,0.9935,1.1067,1.1246,0.9547,1.35B,-10.23%
2021-10-28,1.0579,0.9936,1.0809,0.9822,906.77,6.49%
2021-10-29,1.081,1.0581,1.09,1.0552,484.84,2.18%
2021-10-30,1.0841,1.0811,1.1154,1.0632,479.64,0.29%
2021-10-31,1.1126,1.0841,1.1521,1.07,823.88,2.63%
2021-11-01,1.0921,1.1127,1.131,1.071,501.8,-1.84%
2021-11-02,1.1351,1.092,1.1461,1.0856,518.14,3.94%
2021-11-03,1.2101,1.1352,1.2339,1.1259,1.12B,6.61%
2021-11-04,1.2015,1.2101,1.2551,1.1653,738.5,-0.71%
2021-11-05,1.1583,1.2014,1.2014,1.1365,464.16,-3.59%
2021-11-06,1.1512,1.1582,1.1733,1.1072,356.14,-0.61%
2021-11-07,1.2179,1.1514,1.2361,1.1453,471.7,5.79%
2021-11-08,1.2818,1.2179,1.2947,1.2179,788.09,5.25%
2021-11-09,1.2561,1.2818,1.2877,1.23,622.97,-2.01%
2021-11-10,1.1922,1.2562,1.3463,1.1359,1.26B,-5.08%
2021-11-11,1.215,1.1923,1.2542,1.1771,647.85,1.91%
2021-11-12,1.1884,1.2149,1.2328,1.1554,617.77,-2.19%
2021-11-13,1.1894,1.1883,1.2036,1.1679,467.52,0.08%
2021-11-14,1.1879,1.1894,1.1992,1.1677,389.09,-0.12%
2021-11-15,1.1722,1.188,1.2193,1.1679,537.98,-1.32%
2021-11-16,1.0885,1.1721,1.1722,1.0489,1.14B,-7.14%
2021-11-17,1.0957,1.0884,1.1124,1.0598,777.75,0.66%
2021-11-18,1.0413,1.0956,1.158,1.0193,1.34B,-4.96%
2021-11-19,1.0896,1.0414,1.0985,1.0184,711.47,4.64%
2021-11-20,1.0961,1.0896,1.101,1.0621,493.24,0.60%
2021-11-21,1.058,1.0961,1.0972,1.0553,468.55,-3.48%
2021-11-22,1.0355,1.0581,1.068,1.0262,647.38,-2.13%
2021-11-23,1.0721,1.0354,1.0818,1.0215,664.53,3.54%
2021-11-24,1.0331,1.0721,1.0729,1.0094,656.76,-3.64%
2021-11-25,1.0427,1.0327,1.0637,1.0221,604.41,0.93%
