Date,Price,Open,High,Low,Vol.,Change
2020-07-14,240.5,239.75,242.08,237.21,7.07,0
2020-07-15,238.62,240.49,241.36,237.04,7.35,-0.01
2020-07-16,233.65,238.62,239.47,230.44,6.63,-0.02
2020-07-17,232.75,233.65,234.53,231.84,5.88,0
2020-07-18,235.75,232.77,236.83,232.4,5.79,0.01
2020-07-19,239.01,235.72,239.7,233.35,6.61,0.01
2020-07-20,236.1,239.03,239.71,234.51,5.36,-0.01
2020-07-21,245.53,236.1,246.49,235.67,6.29,0.04
2020-07-22,263.28,245.54,266.42,241.89,6.68,0.07
2020-07-23,275.34,263.29,279.53,260.7,8.79,0.05
2020-07-24,279.33,275.33,287.01,268.54,7.17,0.01
2020-07-25,305.32,279.33,308.57,279.33,8.59,0.09
2020-07-26,311.13,305.32,318.54,300.33,9.19,0.02
2020-07-27,321.8,311.12,332.57,311.04,13.73,0.03
2020-07-28,316.96,321.82,326.53,306.4,9.91,-0.02
2020-07-29,317.82,316.95,324.93,312.64,8.72,0
2020-07-30,334.87,317.79,341.11,314.83,9.07,0.05
2020-07-31,346.51,334.84,349.34,329.02,8.69,0.03
2020-08-01,387.14,346.48,392.37,343.33,11.03,0.12
2020-08-02,372.08,387.15,415.08,335.76,16.38,-0.04
2020-08-03,385.8,372.26,397.73,368.46,9.92,0.04
2020-08-04,389.62,385.86,402.01,381.3,9.84,0.01
2020-08-05,400.79,389.62,406.92,384.84,8.74,0.03
2020-08-06,394.83,400.8,403.18,391.67,7.92,-0.01
2020-08-07,379.57,394.8,398.14,366.44,8.34,-0.04
2020-08-08,396.76,379.57,396.77,376.38,4.94,0.05
2020-08-09,390.23,396.78,399.93,384.31,4.97,-0.02
2020-08-10,395.53,390.22,399.05,386.45,8.01,0.01
2020-08-11,379.01,395.52,398.13,367.38,9.44,-0.04
2020-08-12,387.12,379.03,389.21,367.05,8.59,0.02
2020-08-13,424.31,387.15,430.33,377.57,12.04,0.1
2020-08-14,438.03,424.28,443.74,418.37,8.67,0.03
2020-08-15,432.18,438.04,442.7,428.75,7.27,-0.01
2020-08-16,433.63,432.22,436.58,413.22,7.02,0
2020-08-17,430.56,433.62,444.86,420.71,7.83,-0.01
2020-08-18,422.16,430.63,433.65,415.45,8.18,-0.02
2020-08-19,407.44,422.1,426.65,394.51,8.44,-0.03
2020-08-20,416.05,407.39,418.92,402.8,6.23,0.02
2020-08-21,387.99,416.05,418.72,385.21,7.62,-0.07
2020-08-22,395.56,388.06,396.87,379.96,6.73,0.02
2020-08-23,390.5,395.56,396.96,383.42,5.36,-0.01
2020-08-24,407.7,390.81,410.17,387.62,6.69,0.04
2020-08-25,383.2,407.64,409.02,370.4,8.28,-0.06
2020-08-26,385.96,383.16,392.61,377.63,6.69,0.01
2020-08-27,383.11,385.96,396.48,372.53,7.03,-0.01
2020-08-28,395.11,383.16,397.64,379.8,6.16,0.03
2020-08-29,398.8,395.32,405.53,391.97,5.23,0.01
2020-08-30,428.86,398.8,429.59,398.47,6.67,0.08
2020-08-31,433.9,428.81,438.71,418.35,7.89,0.01
2020-09-01,475.8,433.89,488.24,429.65,10.42,0.1
2020-09-02,439.08,475.72,480.96,423.26,30.14,-0.08
2020-09-03,381.97,439.14,466.4,376.99,33.59,-0.13
2020-09-04,385.94,381.97,399.58,368.22,25.2,0.01
2020-09-05,334.91,385.94,394.12,314.13,35.32,-0.13
2020-09-06,353.49,334.91,358.09,316.69,20.13,0.06
2020-09-07,352.06,353.49,357.33,325.47,21.69,0
2020-09-08,337.46,352.06,355.69,326.66,18.98,-0.04
2020-09-09,351.1,337.46,358.33,331.12,14.07,0.04
2020-09-10,367.92,351.1,376.92,350.86,16.5,0.05
2020-09-11,373.72,367.89,374.41,356.38,12.53,0.02
2020-09-12,387.98,373.74,388.12,366.05,11.49,0.04
2020-09-13,365.71,388.06,389.51,353.85,10.38,-0.06
2020-09-14,376.7,365.89,383.99,357.54,10.34,0.03
2020-09-15,364.01,376.7,381.67,362.4,9.06,-0.03
2020-09-16,364.88,363.91,372.88,355.18,9.06,0
2020-09-17,388.97,364.75,393.96,363.54,12.85,0.07
2020-09-18,384.2,389.37,392.21,375.81,8.95,-0.01
2020-09-19,385.25,384.25,386.99,377.63,6.74,0
2020-09-20,371.12,385.33,385.39,365.48,7.3,-0.04
2020-09-21,341.3,371.09,375.34,331.41,11.41,-0.08
2020-09-22,344.03,341.32,346.19,336.15,9.29,0.01
2020-09-23,319.95,343.96,344.12,315.54,13.88,-0.07
2020-09-24,349.17,319.97,352.6,317.27,9.4,0.09
2020-09-25,351.63,349.13,357.8,338.01,8.47,0.01
2020-09-26,354.25,351.62,355.87,346.95,6.48,0.01
2020-09-27,357.23,354.26,362,347.51,6.35,0.01
2020-09-28,354.08,357.42,367.63,352.57,7.77,-0.01
2020-09-29,359.86,353.97,360.66,351.48,6.26,0.02
2020-09-30,359.39,359.77,360.94,352.81,5.43,0
2020-10-01,353.07,359.5,369.1,345.66,7.93,-0.02
2020-10-02,345.68,353.06,353.61,335.91,7.27,-0.02
2020-10-03,345.6,345.78,351.04,343.74,4.48,0
2020-10-04,352.73,345.6,353.97,344.03,4.77,0.02
2020-10-05,353.28,352.69,354.86,348.76,4.96,0
2020-10-06,340.61,353.53,354.9,337.21,7.32,-0.04
2020-10-07,341.48,340.59,342.68,334.11,5.77,0
2020-10-08,350.83,341.66,352.95,334.79,6.85,0.03
2020-10-09,365.28,350.71,368.19,347.82,7.85,0.04
2020-10-10,370.16,365.25,377.97,364.57,7.17,0.01
2020-10-11,374.19,370.28,377.27,369.23,5.22,0.01
2020-10-12,386.68,374.39,394.58,366.05,10.39,0.03
2020-10-13,381.23,386.64,387.06,374.57,7.92,-0.01
2020-10-14,379.15,381.13,387.11,373.62,8.08,-0.01
2020-10-15,377.45,378.96,380.77,370.39,7.93,0
2020-10-16,365.17,377.6,379.6,362.65,7.59,-0.03
2020-10-17,368.63,365.08,369.94,363.18,4.98,0.01
2020-10-18,377.81,368.61,378.49,367.54,4.68,0.02
2020-10-19,379.19,377.85,383.97,372.72,6.85,0
2020-10-20,368.35,379.03,380.14,367.16,7.46,-0.03
2020-10-21,391.2,368.53,400.36,368.06,13.61,0.06
2020-10-22,414.05,391.39,420.12,391.21,12.65,0.06
2020-10-23,408.52,414.12,419.11,402.91,8.18,-0.01
2020-10-24,411.92,408.59,416.28,407.74,2.68,0.01
2020-10-25,406.09,412.44,417.07,403.95,3.05,-0.01
2020-10-26,394.11,406.45,410.41,383.21,9.06,-0.03
2020-10-27,403.15,393.93,409.85,390.92,6.29,0.02
2020-10-28,388.14,403.11,408.1,381.51,9.96,-0.04
2020-10-29,386.76,388.25,393.33,381.53,3.04,0
2020-10-30,382.41,387.16,391.98,374.36,2.81,-0.01
2020-10-31,386.42,382.81,394.01,380.53,6.42,0.01
2020-11-01,396.29,386.36,397.32,384.94,5.52,0.03
2020-11-02,383.53,396.45,404.04,379.13,9.43,-0.03
2020-11-03,387.92,383.64,389.98,370.96,6.73,0.01
2020-11-04,402.19,388.23,407.9,377.22,6.17,0.04
2020-11-05,416.63,402.5,419.94,396.46,7.04,0.04
2020-11-06,455.72,416.59,457.79,415.08,6.53,0.09
2020-11-07,435.4,455.78,467.88,425.57,7.78,-0.04
2020-11-08,454.68,435.39,460.09,432.44,4.82,0.04
2020-11-09,444.33,454.55,458.51,434.95,28.85,-0.02
2020-11-10,450.22,444.38,454.43,439.5,20.76,0.01
2020-11-11,463.33,450.26,476.08,449.51,15.13,0.03
2020-11-12,462.56,463.33,469.57,452.44,9.33,0
2020-11-13,476.29,462.61,477.78,457.65,9.85,0.03
2020-11-14,460.7,476.38,477.34,452.6,9.17,-0.03
2020-11-15,448.23,460.75,462.93,440.44,9.34,-0.03
2020-11-16,460.43,448.18,465.97,445.82,5.62,0.03
2020-11-17,481.95,460.37,484.59,459.74,7.93,0.05
2020-11-18,478.52,482.05,495.04,459.92,18.19,-0.01
2020-11-19,471.21,478.55,480.55,465.41,12.53,-0.02
2020-11-20,509.98,471.27,513.06,471.06,30.85,0.08
2020-11-21,551.91,509.94,552.13,505.14,26.86,0.08
2020-11-22,559.4,551.9,580,514.44,36.76,0.01
2020-11-23,609.22,559.37,610.33,551.8,49.68,0.09
2020-11-24,605.03,609.2,621.7,589.56,41.11,-0.01
2020-11-25,569.67,605.01,605.63,555.32,14.5,-0.06
2020-11-26,519.32,569.69,577.08,484.03,13.11,-0.09
2020-11-27,518.11,519.69,530.41,494.65,6.42,0
2020-11-28,537.74,518.7,547.94,506.97,5.34,0.04
2020-11-29,575.45,537.89,576.52,530.71,5.79,0.07
2020-11-30,615.92,575.35,615.97,571.04,51.72,0.07
2020-12-01,585.66,616.78,635.66,567.79,49.42,-0.05
2020-12-02,598.05,585.69,604.34,575.24,16.21,0.02
2020-12-03,616.32,597.94,622.1,587.15,24,0.03
2020-12-04,567.91,616.33,619.61,566.34,48.95,-0.08
2020-12-05,596.68,567.84,596.73,561.24,30.83,0.05
2020-12-06,601.68,596.61,606.9,583.67,13.14,0.01
2020-12-07,591.09,601.54,603.06,584.53,7.72,-0.02
2020-12-08,555.05,591.03,594.78,551.08,8.11,-0.06
2020-12-09,573.21,554.95,577.94,530.88,9.1,0.03
2020-12-10,558.13,573.28,575.56,548.99,19.6,-0.03
2020-12-11,544.17,558.15,560.28,536.43,30.17,-0.03
2020-12-12,567.78,544.16,573.59,543.9,1.62,0.04
2020-12-13,591.09,568.07,594.83,563.37,2.03,0.04
2020-12-14,586.19,590.66,591.41,576.01,1.78,-0.01
2020-12-15,588.91,586.22,596.97,579.95,1.74,0
2020-12-16,637.38,588.81,638.18,580.9,3.11,0.08
2020-12-17,643.17,637.29,675.68,627.36,3.67,0.01
2020-12-18,653.85,643.28,664.26,630.44,2.63,0.02
2020-12-19,658.17,654.08,669.54,645.91,2.17,0.01
2020-12-20,638.26,657.79,661.04,622.39,2.11,-0.03
2020-12-21,607.85,638.28,647.87,599.97,1.88,-0.05
2020-12-22,637.47,607.86,637.47,588.24,2.12,0.05
2020-12-23,585.69,637.04,638.11,554.09,2.2,-0.08
2020-12-24,612.34,585.47,614.92,566.15,1.72,0.05
2020-12-25,626.93,612.38,633.9,605.01,1.7,0.02
2020-12-26,636.58,626.99,652.36,616.04,1.94,0.02
2020-12-27,683.71,636.35,715.46,627.12,2.31,0.07
2020-12-28,730.05,683.76,747.86,682.47,2.75,0.07
2020-12-29,731.76,730.26,739.77,690.24,1.82,0
2020-12-30,751.8,732.04,757.11,720.21,1.86,0.03
2020-12-31,735.94,751.92,755.13,724.67,1.04,-0.02
2021-01-01,729.12,735.87,748.96,715.74,1.64,-0.01
2021-01-02,774.5,729,787.26,715.15,2.25,0.06
2021-01-03,974.97,774.54,1008.49,769.57,4.02,0.26
2021-01-04,1042.4,977.76,1158.27,894.24,5.19,0.07
2021-01-05,1099.52,1042.48,1131.56,976.91,3.25,0.05
2021-01-06,1207.77,1099.77,1210.78,1060.67,3.75,0.1
2021-01-07,1224.35,1208.71,1286.81,1153.09,2.71,0.01
2021-01-08,1215.73,1224.33,1271.08,1069.25,2.71,-0.01
2021-01-09,1275.58,1215.92,1301.75,1172.39,1.99,0.05
2021-01-10,1256.04,1275.87,1347.98,1180.45,2.65,-0.02
2021-01-11,1091.47,1255.84,1257.3,917.96,4.19,-0.13
2021-01-12,1050.19,1086.96,1149.19,1008.28,3.09,-0.04
2021-01-13,1128.46,1050.2,1134.66,990.96,2.25,0.07
2021-01-14,1226.17,1128.8,1246.52,1088.52,1.55,0.09
2021-01-15,1171.68,1233.34,1256.13,1079.19,2.85,-0.04
2021-01-16,1228.27,1172.12,1290.92,1154.04,2.29,0.05
2021-01-17,1232.64,1228.33,1269.01,1168.39,2.15,0
2021-01-18,1258.06,1233.93,1260.3,1184.15,1.73,0.02
2021-01-19,1372,1258.1,1437.42,1252.36,2.27,0.09
2021-01-20,1377.53,1372,1406.56,1237.27,3.05,0
