Date,Price,Open,High,Low,Vol.,Change
2019-04-21,168.52,172.89,173.42,164.81,8.78,-0.02
2019-04-22,170.87,168.5,172.32,167.07,8.62,0.01
2019-04-23,169.95,170.87,175.92,169.01,10.17,-0.01
2019-04-24,165.22,169.94,170.53,154.87,11.61,-0.03
2019-04-25,155.18,165.23,165.81,151.73,10.78,-0.06
2019-04-26,157.97,155.16,161.82,152.32,11.52,0.02
2019-04-27,159.41,157.96,161.95,156.74,8.51,0.01
2019-04-28,158.27,159.43,160.28,157.54,8.28,-0.01
2019-04-29,154.93,158.3,159.16,152.6,10.69,-0.02
2019-04-30,161.8,154.94,162.56,154.94,9.57,0.04
2019-05-01,160.38,161.84,163.7,158.85,7.74,-0.01
2019-05-02,161.66,160.35,162.88,159.22,8.13,0.01
2019-05-03,167.86,161.66,169.8,160.86,10.23,0.04
2019-05-04,163.68,167.87,171.04,160.36,10.23,-0.02
2019-05-05,163.03,163.67,165.25,159.56,8.54,0
2019-05-06,173,163.03,176.98,159.66,12.97,0.06
2019-05-07,169.34,172.99,181.39,169.06,15.23,-0.02
2019-05-08,170.77,169.34,172.68,165.7,9.75,0.01
2019-05-09,170.84,170.76,173.28,167.03,10.03,0
2019-05-10,172.77,170.85,175.78,168.86,12.73,0.01
2019-05-11,192.27,172.78,204.72,172.75,20.9,0.11
2019-05-12,188.07,192.17,202.93,182.81,18.52,-0.02
2019-05-13,196.02,188.09,206.1,185.69,14.8,0.04
2019-05-14,217.42,196,220.02,195.22,16.8,0.11
2019-05-15,248.15,217.34,249.78,217.32,18.66,0.14
2019-05-16,264.69,248.14,278.52,244.27,25.14,0.07
2019-05-17,244.45,264.68,267.8,224.62,22.54,-0.08
2019-05-18,233.89,244.38,247.84,232.13,13.93,-0.04
2019-05-19,259.63,233.87,263.05,232.85,14.38,0.11
2019-05-20,250.72,259.68,259.68,238.64,12.38,-0.03
2019-05-21,253.76,250.72,261.59,246.85,10.24,0.01
2019-05-22,244.34,253.7,259.7,241.68,10.83,-0.04
2019-05-23,244.68,244.35,247.3,231.89,13.07,0
2019-05-24,249.17,244.68,254.22,241.74,10.07,0.02
2019-05-25,250.68,249.2,256.9,247.9,8.58,0.01
2019-05-26,264.68,250.69,268.75,245.92,10.06,0.06
2019-05-27,270.98,264.66,279.07,262.96,11.58,0.02
2019-05-28,271.18,270.97,275.39,265.5,9.35,0
2019-05-29,268.61,271.16,273.72,260.85,22.33,-0.01
2019-05-30,254.52,268.62,287.99,241.51,15.52,-0.05
2019-05-31,267.99,254.57,268.7,246.61,11.63,0.05
2019-06-01,264.31,267.94,274.94,261.14,9.06,-0.01
2019-06-02,269.01,264.26,272.64,263.59,7.31,0.02
2019-06-03,250.37,269.03,269.77,248.77,9.23,-0.07
2019-06-04,241.26,250.26,251.47,235.35,11.39,-0.04
2019-06-05,245.83,241.27,248.24,237.94,8.64,0.02
2019-06-06,248.54,245.81,250,236.4,7.72,0.01
2019-06-07,248.98,248.63,253.12,244.33,7.41,0
2019-06-08,243.42,248.98,250.51,241.09,6.23,-0.02
2019-06-09,231.27,243.43,244.36,227,7.8,-0.05
2019-06-10,246.86,231.21,246.99,227.38,8.39,0.07
2019-06-11,244.41,246.85,247.77,237.6,6.92,-0.01
2019-06-12,261.54,244.38,261.67,242.57,7.89,0.07
2019-06-13,254.86,261.38,262.47,254.02,7.3,-0.03
2019-06-14,262.53,254.89,268.81,252.01,6.87,0.03
2019-06-15,267.75,262.53,271.61,260.92,6.52,0.02
2019-06-16,267.98,267.74,282.75,263.96,8.66,0
2019-06-17,273,268,274.14,266.96,7.41,0.02
2019-06-18,264.59,273.02,273.26,261.76,7.39,-0.03
2019-06-19,268.26,264.59,269.79,263.61,6.23,0.01
2019-06-20,271.43,268.26,273.18,264.83,7.04,0.01
2019-06-21,294.72,271.45,295.72,271.45,11.06,0.09
2019-06-22,310.38,294.69,314,292.09,10.69,0.05
2019-06-23,308.53,310.39,320.79,306.12,8.49,-0.01
2019-06-24,311.46,308.51,313.67,297.9,7.1,0.01
2019-06-25,317.65,311.47,318.49,307.75,8.51,0.02
2019-06-26,338.54,317.65,364.89,315.99,15.73,0.07
2019-06-27,297.55,338.54,345.83,279.82,16.13,-0.12
2019-06-28,310.56,297.73,312.7,295.3,9.93,0.04
2019-06-29,318.48,310.52,324.13,295.44,9.03,0.03
2019-06-30,292.21,318.26,323.21,290.78,9.82,-0.08
2019-07-01,294.83,292.23,303,280.35,9.57,0.01
2019-07-02,291.41,294.87,297,273.07,10.3,-0.01
2019-07-03,300.58,291.48,301.64,289.39,7.9,0.03
2019-07-04,283.43,300.51,301.56,281.18,7.26,-0.06
2019-07-05,287.15,283.36,293.61,281.92,7.8,0.01
2019-07-06,288.08,287.16,296.06,285.61,7.56,0
2019-07-07,304.88,288.11,309.42,285.28,8.43,0.06
2019-07-08,312.23,304.87,313.15,301.6,8.5,0.02
2019-07-09,307.41,312.23,317.94,303.38,9.13,-0.02
2019-07-10,289.1,307.44,313.81,281.53,12.44,-0.06
2019-07-11,268.72,289.13,289.14,263.08,11.36,-0.07
2019-07-12,274.68,268.72,278.33,266.81,7.95,0.02
2019-07-13,269.16,274.68,275.04,262.85,7.84,-0.02
2019-07-14,226.62,269.12,269.62,223.95,11.86,-0.16
2019-07-15,228.49,226.56,235.43,204.39,14.59,0.01
2019-07-16,198.87,228.49,234.41,193.48,14.52,-0.13
2019-07-17,210.95,198.88,219.13,192.91,13.51,0.06
2019-07-18,225.23,210.95,228.42,206.47,12.65,0.07
2019-07-19,220.09,225.23,225.68,213.57,9.38,-0.02
2019-07-20,227.86,220.11,233.7,219.8,9.12,0.04
2019-07-21,225.01,227.83,228.76,217.72,8.5,-0.01
2019-07-22,217.27,225.03,227.47,212.46,8.6,-0.03
2019-07-23,211.87,217.27,218.03,208.31,8.7,-0.02
2019-07-24,215.44,211.86,217.02,202.3,9.72,0.02
2019-07-25,217.65,215.45,224.05,214.79,8.42,0.01
2019-07-26,217.83,217.65,218.65,212.07,6.96,0
2019-07-27,206.62,217.8,222.7,203.5,8.55,-0.05
2019-07-28,210.37,206.64,212.01,199.68,7.54,0.02
2019-07-29,209.82,210.39,214.45,207.37,7.2,0
2019-07-30,208.49,209.81,212.88,204.54,7.15,-0.01
2019-07-31,217.23,208.49,218.19,208.17,7.51,0.04
2019-08-01,216.37,217.23,217.55,211.23,7.09,0
2019-08-02,216.54,216.37,220.84,213.93,7.56,0
2019-08-03,220.89,216.52,223,215.52,6.99,0.02
2019-08-04,220.72,220.89,222.21,216.31,6.51,0
2019-08-05,232.45,220.76,235,220.75,9.79,0.05
2019-08-06,225.63,232.45,237.47,222.46,9.35,-0.03
2019-08-07,224.66,225.62,229.22,220.62,7.9,0
2019-08-08,220.16,224.68,226.11,215.57,7.54,-0.02
2019-08-09,209.49,220.12,220.49,206.4,9.66,-0.05
2019-08-10,205.93,209.46,213.53,202.35,8.7,-0.02
2019-08-11,215.83,205.92,216.23,205.64,7.63,0.05
2019-08-12,210.45,215.84,215.97,209.49,7.94,-0.02
2019-08-13,207.68,210.48,211.01,106.01,18.29,-0.01
2019-08-14,186.56,207.68,209.43,183.74,12.46,-0.1
2019-08-15,187.8,186.59,189.3,176.08,14.03,0.01
2019-08-16,184.55,187.67,188.03,179.35,11.33,-0.02
2019-08-17,184.81,184.55,186.12,181.58,8.78,0
2019-08-18,193.68,184.83,197.17,182.96,9.11,0.05
2019-08-19,201.64,193.67,202.81,192.33,8.14,0.04
2019-08-20,196.14,201.65,201.96,194.55,10.01,-0.03
2019-08-21,187.24,196.15,196.78,181.29,12.98,-0.05
2019-08-22,190.29,187.27,194.42,182.97,9.97,0.02
2019-08-23,193.43,190.29,195.32,175.8,8.56,0.02
2019-08-24,190.15,193.42,193.47,186.13,8.38,-0.02
2019-08-25,186.3,190.16,191.49,182.81,7.58,-0.02
2019-08-26,188.34,186.32,193.09,186.02,9.02,0.01
2019-08-27,186.58,188.36,188.61,184.26,7.19,-0.01
2019-08-28,172.85,186.6,187.13,167.57,9.72,-0.07
2019-08-29,168.66,172.85,173.05,164.04,9.55,-0.02
2019-08-30,168.16,168.68,170.27,165.38,7.49,0
2019-08-31,171.62,168.14,174.43,166.16,7.89,0.02
2019-09-01,169.72,171.62,173.22,167.08,7.8,-0.01
2019-09-02,178.11,169.72,180.56,169.45,9.27,0.05
2019-09-03,178.81,178.1,182.59,175.37,9.03,0
2019-09-04,174.79,178.82,180.06,173.85,7.55,-0.02
2019-09-05,173.83,174.8,175.56,170.54,7.4,-0.01
2019-09-06,169.15,173.82,177.79,166.16,9.98,-0.03
2019-09-07,177.74,169.14,180.63,168.42,9.05,0.05
2019-09-08,181.44,177.76,183.42,177.36,8.34,0.02
2019-09-09,180.65,181.45,184.76,176.25,9.64,0
2019-09-10,180.05,180.64,184.16,177.44,8.27,0
2019-09-11,178.47,180.05,182.27,174.86,10.66,-0.01
2019-09-12,180.87,178.48,182.37,176.85,7.19,0.01
2019-09-13,181.11,180.87,181.53,177.79,7.68,0
2019-09-14,188.16,181.06,188.54,180.09,8.63,0.04
2019-09-15,189.1,188.17,190.23,185.92,7.3,0.01
2019-09-16,197.32,189.1,198.82,188.68,10.01,0.04
2019-09-17,207.77,197.33,214.45,195.95,11.69,0.05
2019-09-18,210.43,207.8,216.89,207.69,9.78,0.01
2019-09-19,220.21,210.44,223.35,202.95,12.42,0.05
2019-09-20,218,220.22,221.27,213.12,9.1,-0.01
2019-09-21,215.22,218.01,221.17,213.71,8.69,-0.01
2019-09-22,211.13,215.23,215.64,206.71,9.72,-0.02
2019-09-23,201.18,211.16,211.76,199.82,9.65,-0.05
2019-09-24,166.29,201.22,202.97,164.78,19.02,-0.17
2019-09-25,168.92,166.29,174.26,162.12,13.88,0.02
2019-09-26,164.56,168.93,169.81,153.17,11.97,-0.03
2019-09-27,173.19,164.58,175.65,161.32,10.94,0.05
2019-09-28,173.62,173.19,175.15,168.56,10.22,0
2019-09-29,169.29,173.62,174.43,164.97,9.9,-0.02
2019-09-30,180.35,169.28,180.52,165.59,11.93,0.07
2019-10-01,175.78,180.36,184.95,174.03,11.88,-0.03
2019-10-02,180.27,175.78,180.84,173.97,8.47,0.03
2019-10-03,174.54,180.26,180.57,170.65,8.89,-0.03
2019-10-04,175.65,174.58,178.43,171.33,8.44,0.01
2019-10-05,176.43,175.65,176.63,172.39,7.3,0
2019-10-06,170.55,176.44,176.87,168.74,7.97,-0.03
2019-10-07,179.87,170.52,182.03,169.13,10.95,0.05
2019-10-08,180.78,179.81,184.57,177.74,10.26,0.01
2019-10-09,192.64,180.74,195.08,179.39,12.43,0.07
2019-10-10,191.1,192.65,194.08,187.33,10.42,-0.01
2019-10-11,180.6,191.11,195.87,179.76,13.31,-0.05
2019-10-12,179.87,180.6,184.49,178.78,9.85,0
2019-10-13,181.11,179.86,184.42,178.89,8.22,0.01
2019-10-14,186.63,181.07,186.99,180.65,9.91,0.03
2019-10-15,180.59,186.64,187.67,178.26,11.45,-0.03
2019-10-16,174.53,180.57,181.08,172.49,12.28,-0.03
2019-10-17,177.31,174.52,178.33,172.12,9.45,0.02
2019-10-18,172.81,177.31,177.47,169.28,11.27,-0.03
2019-10-19,171.91,172.79,174.81,170.38,9.89,-0.01
2019-10-20,175.14,171.93,176.17,169.56,10.1,0.02
2019-10-21,174.18,175.14,177.67,171.91,9.24,-0.01
2019-10-22,171.42,174.17,175.08,170.82,9.86,-0.02
2019-10-23,162.28,171.44,171.61,154.42,16,-0.05
2019-10-24,160.73,162.26,163.68,159.4,11.36,-0.01
2019-10-25,181.49,160.73,186.24,160.41,16.19,0.13
2019-10-26,179.62,181.5,192.54,174.35,19.63,-0.01
2019-10-27,184.05,179.61,188.33,176.47,14.54,0.02
2019-10-28,181.67,184.06,188.91,180.7,12.75,-0.01
2019-10-29,190.45,181.67,192.28,181.67,14.03,0.05
2019-10-30,183.25,190.44,191.58,180.58,13.67,-0.04
2019-10-31,182.37,183.25,185.21,178.24,12.94,0
2019-11-01,183.12,182.38,184.28,178.69,10.78,0
2019-11-02,183.01,183.12,185.18,181.94,8.71,0
2019-11-03,181.7,183.01,184.51,179.46,10.41,-0.01
2019-11-04,185.85,181.72,188.27,180.69,11.89,0.02
2019-11-05,188.67,185.86,191.45,183.12,11.78,0.02
2019-11-06,191.28,188.66,194.11,188.13,11.72,0.01
2019-11-07,186.94,191.28,192.27,185.48,11.49,-0.02
2019-11-08,184.03,186.95,188.35,181.83,11.71,-0.02
2019-11-09,184.96,184.02,185.73,182.86,8.31,0.01
2019-11-10,188.99,184.96,191.28,183.55,10.95,0.02
2019-11-11,185.09,188.98,190.17,184.32,10.26,-0.02
2019-11-12,186.99,185.09,187.44,183.24,9.35,0.01
2019-11-13,188.36,187,189.45,185.7,7.77,0.01
2019-11-14,185.25,188.36,188.91,183.96,9.57,-0.02
2019-11-15,180.19,185.24,186.1,178.29,11.86,-0.03
2019-11-16,182.42,180.19,183.46,179.53,7.62,0.01
2019-11-17,184.18,182.39,185.97,180.49,8.57,0.01
2019-11-18,178.5,184.19,184.33,176.08,9.57,-0.03
2019-11-19,176.09,178.49,178.7,173.48,9.11,-0.01
2019-11-20,174.96,176.09,177.42,173.99,8.39,-0.01
2019-11-21,161.46,174.96,175.91,158.55,13.36,-0.08
2019-11-22,149.8,161.46,163.06,139.13,21.12,-0.07
2019-11-23,152.46,149.79,154.25,146.6,11.84,0.02
2019-11-24,140.66,152.46,153.24,139.79,11.39,-0.08
2019-11-25,145.9,140.58,151.26,131.78,17.98,0.04
2019-11-26,147.61,145.88,149.81,144.04,10.84,0.01
2019-11-27,152.7,147.6,155.43,141.91,13.34,0.03
2019-11-28,151.07,152.71,154.68,149.71,9.66,-0.01
2019-11-29,154.55,151.07,157.27,150.64,10.49,0.02
2019-11-30,151.95,154.57,155.19,150.45,8.79,-0.02
2019-12-01,151.04,151.93,152.33,146.26,9.91,-0.01
2019-12-02,148.89,151.06,151.63,147.49,9.18,-0.01
2019-12-03,147.82,148.89,149.84,146.56,8.73,-0.01
2019-12-04,145.79,147.81,151.02,143.95,12.85,-0.01
2019-12-05,148.69,145.79,149.08,144.64,9.99,0.02
2019-12-06,148.89,148.7,149.36,147.01,8.77,0
2019-12-07,148.28,148.88,149.76,147.54,8.11,0
2019-12-08,151.17,148.25,152.22,147.09,9.28,0.02
2019-12-09,147.88,151.17,151.75,147.02,9.67,-0.02
2019-12-10,145.86,147.88,148.48,144.49,11.12,-0.01
2019-12-11,143.51,145.88,146.57,142.53,10.93,-0.02
2019-12-12,145.03,143.51,145.82,140,12.23,0.01
2019-12-13,144.96,145.04,145.43,143.51,10.95,0
2019-12-14,142.03,144.95,145.17,141.4,11.15,-0.02
2019-12-15,142.53,142.03,143.87,140.3,11.31,0
2019-12-16,132.78,142.55,142.75,131,17.6,-0.07
2019-12-17,122.06,132.78,132.96,120.63,17.04,-0.08
2019-12-18,132.92,122.06,133.93,117.14,20.23,0.09
2019-12-19,128.42,132.93,133.9,126.12,14.22,-0.03
2019-12-20,128.7,128.42,129.66,126.31,12.29,0
2019-12-21,127.61,128.69,128.79,126.85,9.64,-0.01
2019-12-22,132.19,127.61,133.04,127.09,13.67,0.04
2019-12-23,128.08,132.2,134.92,126.55,14.73,-0.03
2019-12-24,128.05,128.07,129.77,127.07,11.44,0
2019-12-25,125.24,128.05,128.17,124.18,13.23,-0.02
2019-12-26,125.93,125.24,132.12,124.53,15.55,0.01
2019-12-27,126.41,125.92,127.04,123.18,12.25,0
2019-12-28,128.35,126.4,129.73,125.98,12.13,0.02
2019-12-29,134.4,128.35,137.74,127.67,15.69,0.05
2019-12-30,131.83,134.4,136.16,130.91,12.47,-0.02
2019-12-31,129.21,131.87,133.53,128.27,12.89,-0.02
2020-01-01,130.75,129.21,132.97,128.81,10.35,0.01
2020-01-02,127.19,130.75,130.77,126.74,11.45,-0.03
2020-01-03,134.27,127.19,134.86,126.05,15.67,0.06
2020-01-04,134.33,134.3,135.57,132.76,11.16,0
2020-01-05,135.59,134.32,138.33,134.32,12.19,0.01
2020-01-06,144.08,135.59,144.27,135.17,14.36,0.06
2020-01-07,143.04,144.09,145.13,139.22,13.58,-0.01
2020-01-08,140.81,143.01,147.55,137.61,13.71,-0.02
2020-01-09,137.92,140.8,141.6,135.85,11.38,-0.02
2020-01-10,144.81,137.93,144.86,135.69,13.37,0.05
2020-01-11,142.67,144.81,147.68,142.23,12.46,-0.01
2020-01-12,146.46,142.65,146.46,142,10.01,0.03
2020-01-13,143.6,146.5,146.87,142.64,10.26,-0.02
2020-01-14,166.07,143.59,169.73,143.59,22.85,0.16
2020-01-15,166.45,166.07,166.45,159.74,16.66,0
2020-01-16,164.36,166.44,167.18,159.08,16.24,-0.01
2020-01-17,170.22,164.39,173.96,162.33,18.57,0.04
2020-01-18,174.19,170.18,179.29,165.34,17.42,0.02
2020-01-19,166.92,174.17,177.77,162.04,15.84,-0.04
2020-01-20,166.87,166.92,169.24,161.61,11.3,0
2020-01-21,169.41,166.87,169.79,165.53,11.52,0.02
2020-01-22,168.13,169.41,171.27,166.19,11.3,-0.01
2020-01-23,162.8,168.15,168.25,159.78,14.86,-0.03
2020-01-24,162.55,162.8,164.27,155.65,14.88,0
2020-01-25,160.44,162.56,162.72,157.87,9.63,-0.01
2020-01-26,167.9,160.4,168,159.55,9.82,0.05
2020-01-27,170.27,167.91,171.97,165.45,12.54,0.01
2020-01-28,175.74,170.27,176.06,170.27,12.63,0.03
2020-01-29,173.86,175.78,178.41,173.76,11.27,-0.01
2020-01-30,184.59,173.86,186.76,171.2,13.02,0.06
2020-01-31,179.91,184.6,185.67,175.46,11.77,-0.03
2020-02-01,183.64,179.88,184.17,179.36,13.24,0.02
2020-02-02,188.5,183.58,193.25,179.49,14.54,0.03
2020-02-03,189.79,188.48,194.92,187.16,11.95,0.01
2020-02-04,188.93,189.8,191.48,188.93,11.56,0
2020-02-05,203.83,188.94,207.51,188.26,14.67,0.08
2020-02-06,213.16,203.84,216.14,201.29,16.44,0.05
2020-02-07,223.51,213.15,224.53,213.14,16.73,0.05
2020-02-08,223.23,223.47,227.55,213.75,15.98,0
2020-02-09,228.59,223.23,230.38,223.07,14.28,0.02
2020-02-10,222.95,228.61,229.28,217.02,16.5,-0.02
2020-02-11,236.76,222.94,238.61,218.22,17.39,0.06
2020-02-12,265.58,236.75,274.89,236.73,23.79,0.12
2020-02-13,268.75,265.59,277.39,257.09,25.05,0.01
2020-02-14,285.25,268.71,286.34,260.78,19.99,0.06
2020-02-15,264.87,285.17,287.93,262.45,22.26,-0.07
2020-02-16,259.99,264.87,273.81,237.89,24.82,-0.02
2020-02-17,267.63,259.92,268.45,242.11,25.61,0.03
2020-02-18,282.26,267.71,285.59,259.3,24.15,0.05
2020-02-19,259.12,282.33,285.75,253.88,20.76,-0.08
2020-02-20,257.39,259.07,264.22,246.46,22.07,-0.01
2020-02-21,265.11,257.32,267.8,254.15,17.46,0.03
2020-02-22,261.64,265.14,266.71,256.97,13.4,-0.01
2020-02-23,274.72,261.65,275.3,261.24,16.04,0.05
2020-02-24,265.65,274.72,276.81,258.15,19.96,-0.03
2020-02-25,246.96,265.63,266.17,245.75,20.31,-0.07
2020-02-26,224.3,246.97,250.05,216.39,29.55,-0.09
2020-02-27,227.53,224.3,238.07,210.36,28.83,0.01
2020-02-28,226.93,227.6,234.55,214.47,24.11,0
2020-02-29,217.52,226.94,232.87,217.43,16.34,-0.04
2020-03-01,217.99,217.51,227.44,213,17.17,0
2020-03-02,231.87,217.96,234.24,216.23,18.12,0.06
2020-03-03,223.94,231.9,232.37,220.34,18.48,-0.03
2020-03-04,224.38,223.94,228.66,220.74,14.65,0
2020-03-05,228.45,224.36,233.96,224.34,17.82,0.02
2020-03-06,244.9,228.46,244.98,227.71,17.74,0.07
2020-03-07,237.32,244.87,251.55,236.87,16.9,-0.03
2020-03-08,199.16,237.3,237.3,196.71,24.76,-0.16
2020-03-09,202.85,199.21,208.23,190.73,30.27,0.02
2020-03-10,200.56,202.88,205.62,196.17,21.87,-0.01
2020-03-11,194.58,200.61,202.96,182.15,21.26,-0.03
2020-03-12,107.9,194.57,195.4,102.83,53.51,-0.45
2020-03-13,133.99,107.87,138.86,88.5,60.7,0.24
2020-03-14,122.69,134.02,134.58,121.27,26.83,-0.08
2020-03-15,124.35,122.67,132.13,120.93,26.24,0.01
2020-03-16,111.02,124.35,124.38,102.44,40.25,-0.11
2020-03-17,116.06,111.06,120.6,109.67,27.09,0.05
2020-03-18,117.77,115.95,117.91,110.16,25.8,0.01
2020-03-19,135.43,117.76,141.05,115.59,33.78,0.15
2020-03-20,133.32,135.43,151.85,118.07,38.74,-0.02
2020-03-21,132.58,133.32,137.33,126.01,27,-0.01
2020-03-22,122.41,132.59,136.86,121.37,25.25,-0.08
2020-03-23,136.02,122.46,136.93,120.2,28.62,0.11
2020-03-24,138.62,136,142.9,132.67,27.1,0.02
2020-03-25,136.07,138.59,141.88,133.06,24.15,-0.02
2020-03-26,138.38,136.08,139.22,133.69,17.71,0.02
2020-03-27,131.74,138.38,140.99,131.09,18.18,-0.05
2020-03-28,131.03,131.74,132.68,125.48,21.03,-0.01
2020-03-29,125.24,131.02,131.74,124.84,16.33,-0.04
2020-03-30,132.15,125.24,134.72,125.02,20.71,0.06
2020-03-31,132.86,132.15,135.14,130.54,17.3,0.01
2020-04-01,135.66,132.88,136.56,128.93,19.45,0.02
2020-04-02,141.3,135.65,148.91,135.26,29.42,0.04
2020-04-03,141.14,141.29,146.46,138.01,23.34,0
2020-04-04,144.01,141.13,145.71,139.36,19.75,0.02
2020-04-05,142.58,144.03,145.26,140.84,18.17,-0.01
2020-04-06,171.06,142.58,171.24,142.55,37.89,0.2
2020-04-07,164.71,171.07,175.78,162.75,35.79,-0.04
2020-04-08,173,164.71,174.23,163.73,24.31,0.05
2020-04-09,169.68,173.01,173.2,165.91,20.66,-0.02
2020-04-10,157.86,169.67,170.1,152.52,28.35,-0.07
2020-04-11,158.18,157.85,161.37,154.01,19.07,0
2020-04-12,158.73,158.18,164.75,155.17,22.6,0
2020-04-13,156.38,158.76,158.85,150.6,25.3,-0.01
2020-04-14,158.45,156.36,161.57,155.52,21.2,0.01
2020-04-15,152.9,158.43,161.06,152.44,20.7,-0.04
2020-04-16,172.31,152.9,174.28,148.91,32.99,0.13
2020-04-17,170.63,172.32,174.52,168.55,20.05,-0.01
2020-04-18,187.45,170.63,189.22,170.61,24.75,0.1
2020-04-19,180.13,187.47,188.23,177.24,23.27,-0.04
2020-04-20,170.4,180.12,186.24,167.51,33.68,-0.05
2020-04-21,170.79,170.37,174.48,168.31,23.63,0
2020-04-22,182.72,170.79,183.71,169.93,23.81,0.07
2020-04-23,185.46,182.72,192.4,178.54,28.73,0.02
2020-04-24,187.58,185.48,189.33,185.19,19.84,0.01
2020-04-25,194.01,187.57,197.35,186.03,21.87,0.03
2020-04-26,197.35,194.01,199.3,192.52,23.13,0.02
2020-04-27,196.14,197.35,198.8,190.87,23.33,-0.01
2020-04-28,196.55,196.13,197.51,192.47,21.81,0
2020-04-29,215.4,196.55,218.32,196.45,32.87,0.1
2020-04-30,206.22,215.42,227.05,202.59,35.46,-0.04
2020-05-01,212,206.23,216.99,206.06,23.08,0.03
2020-05-02,213.96,212,215.15,210.51,18.31,0.01
2020-05-03,209.83,213.96,218.74,205.5,23.12,-0.02
2020-05-04,206.61,209.85,210.63,195.25,27.21,-0.02
2020-05-05,205.36,206.59,211.33,201.75,21.05,-0.01
2020-05-06,199.04,205.36,210.62,198.79,24.03,-0.03
2020-05-07,212,199.05,214,197.36,26.71,0.07
2020-05-08,211.45,212,216.44,207.25,23.08,0
2020-05-09,210.22,211.47,214.5,208.83,20.9,-0.01
2020-05-10,187.78,210.19,210.19,180.7,35.98,-0.11
2020-05-11,185.96,187.77,193.26,177.43,26.74,-0.01
2020-05-12,189.84,185.82,192.04,185.68,15.58,0.02
2020-05-13,199.58,189.82,200.82,188.59,17.47,0.05
2020-05-14,203.3,199.58,205.82,196.21,20.75,0.02
2020-05-15,194.85,203.29,204.02,192.61,16.62,-0.04
2020-05-16,200.51,194.85,203.12,193.48,15.52,0.03
2020-05-17,207,200.51,209.79,199.77,15.78,0.03
2020-05-18,214.87,207,217,207,17.73,0.04
2020-05-19,214.51,214.88,215.75,209.79,13.96,0
2020-05-20,209.99,214.52,215.28,207.03,12.19,-0.02
2020-05-21,198.75,210,211.58,192.11,14.36,-0.05
2020-05-22,207.35,198.75,209.04,196.68,12.13,0.04
2020-05-23,206.62,207.35,211.03,204.97,9.91,0
2020-05-24,199.97,206.65,210.4,199.97,11.89,-0.03
2020-05-25,204.13,199.99,205.52,198.57,10.63,0.02
2020-05-26,201,204.13,204.9,197.3,10.44,-0.02
2020-05-27,208.18,200.99,208.18,200.85,10.28,0.04
2020-05-28,220.18,208.2,220.33,204.79,12.51,0.06
2020-05-29,220.66,220.14,224.52,217.84,12.36,0
2020-05-30,243.63,220.66,246.55,218.86,14.34,0.1
2020-05-31,231.81,243.63,245.33,230.31,12.43,-0.05
2020-06-01,247.97,231.8,249.81,230.85,11.97,0.07
2020-06-02,237.94,248.01,253.21,227.95,12.69,-0.04
2020-06-03,244.52,237.9,244.76,233.84,8.15,0.03
2020-06-04,243.37,244.53,246.41,236.68,8.75,0
2020-06-05,240.23,243.37,247.5,239.7,7.75,-0.01
2020-06-06,242,240.27,244.43,238.38,6.62,0.01
2020-06-07,244.56,242,244.94,235.44,8.1,0.01
2020-06-08,246.18,244.56,247.11,241.3,6.55,0.01
2020-06-09,243.82,246.19,249.45,240.18,6.86,-0.01
2020-06-10,247.78,243.82,249.51,242.54,7.63,0.02
2020-06-11,230.71,247.79,249.77,227.01,12.4,-0.07
2020-06-12,237.54,230.72,239.23,228.62,7.34,0.03
2020-06-13,238.22,237.55,238.61,234.86,5.27,0
2020-06-14,232.02,238.23,238.48,230.52,5.78,-0.03
2020-06-15,230.93,231.99,233.34,219.06,10.18,0
2020-06-16,235.36,230.92,235.95,228.99,7.03,0.02
2020-06-17,233.88,235.37,236.55,228.63,5.94,-0.01
2020-06-18,231.34,233.85,234.69,228.13,4.96,-0.01
2020-06-19,229.11,231.34,231.94,226.97,5.56,-0.01
2020-06-20,228.86,229.11,230.96,226.28,4.54,0
2020-06-21,228.13,228.87,231.18,227.38,4.1,0
2020-06-22,243.25,228.11,246.39,227.69,7.93,0.07
2020-06-23,243.2,243.24,244.77,240.94,5.16,0
2020-06-24,234.75,243.2,249.23,231.56,9.13,-0.03
2020-06-25,232.56,234.75,235.29,227.99,6.48,-0.01
2020-06-26,229.67,232.57,233.5,228.16,6.96,-0.01
2020-06-27,221.06,229.72,231.3,217.11,7.21,-0.04
2020-06-28,225.09,221.07,227.74,218.46,5.91,0.02
2020-06-29,227.87,225.09,229.83,221.6,6.8,0.01
2020-06-30,225.63,227.88,228.57,223.23,5.6,-0.01
2020-07-01,230.95,225.61,232.47,224.33,6.31,0.02
2020-07-02,226.42,230.96,232.04,223.53,7.28,-0.02
2020-07-03,225.12,226.42,228.14,224.77,5.2,-0.01
2020-07-04,229.15,225.09,230.4,224.8,5.45,0.02
2020-07-05,227.98,229.09,229.8,223.79,5.41,-0.01
2020-07-06,241.56,227.95,241.64,227.1,9.45,0.06
2020-07-07,239.25,241.56,243.43,234.92,6.26,-0.01
2020-07-08,246.99,239.26,248.76,238,12.98,0.03
2020-07-09,242.02,246.93,247.63,238.28,9.02,-0.02
2020-07-10,241.26,242.01,242.17,236.19,6.84,0
2020-07-11,239.2,241.21,241.64,237.76,6.42,-0.01
2020-07-12,242.75,239.2,243.79,236.91,6.81,0.01
2020-07-13,239.73,242.84,245.04,237.71,8.32,-0.01
